id,title_original,title_romanized,title_gloss_en,title_gloss_type,author_id,author_en,author_fa,year_persian,reprint_status,reprint_number,notes_fa,notes_en,source_appendix
OPW_0432,پری دریایی,Pari-ye Daryāyi,The Mermaid,official_translation,IA_0016,Laleh Jafari,لاله جعفری,1392,no,NA,,,Appendix D
OPW_0433,بیب بیب قصه,Bib Bib Ghesseh,Beep-Beep Story,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1392,no,NA,,,Appendix D
OPW_0434,جوراب پشمی سوراخ,Jurāb-e Pashmi-ye Surākh,The Holey Wool Sock,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1392,no,NA,,,Appendix D
OPW_0435,خانم‌ غول و آقا غول و ده قصه‌ی دیگر,Khānom Ghul va Āghā Ghul va Dah Ghesseh-ye Digar,Mrs. Giant and Mr. Giant and Ten Other Stories,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1393,no,NA,,,Appendix D
OPW_0436,لنگه جوراب قرمز,Lengeh Jurāb-e Ghermez,The Red Sock Half,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1393,no,NA,,,Appendix D
OPW_0437,داستان‌های شاهزاده خانم ها برای بچه ها,Dāstān-hā-ye Shāhzādeh Khānom-hā Barāye Bacheh-hā,Princess Stories for Children,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1393,yes,2,,,Appendix D
OPW_0438,درختی که از تاریکی می ترسید,Derakhti ke az Tāriki Mitarsid,The Tree That Was Afraid of the Dark,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1394,no,NA,,,Appendix D
OPW_0439,قصه‌های خرس کوچولو,Ghesseh-hā-ye Khers-e Kuchulu,Little Bear Stories,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1394,no,NA,,,Appendix D
OPW_0440,آش مامان سفیده و بابا سفیده,Āsh-e Māmān Sefideh va Bābā Sefideh,Mommy White's Soup and Daddy White,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1394,yes,2,این کتاب در سال ۱۳۹۸ تجدید چاپ شده است.,This book was reprinted in 2019 (1398).,Appendix D
OPW_0441,قرمزی,Ghermezi,Redness / Red,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1394,yes,3,,,Appendix D
OPW_0442,کجایی مامان، کجایی بابا؟,"Kojāyi Māmān, Kojāyi Bābā?","Where Are You, Mommy? Where Are You, Daddy?",ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1395,yes,2,,,Appendix D
OPW_0443,جیک جیکی!,Jik Jiki!,Chirpy-Chirpy!,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1395,no,NA,,,Appendix D
OPW_0444,نشانه‌ی برق برقی!,Neshāneh-ye Bargh Barghi!,The Sparkly Sign!,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1395,no,NA,,,Appendix D
OPW_0445,بوس باد,Bus-e Bād,The Wind's Kiss,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1395,no,NA,,,Appendix D
OPW_0446,نه، تو نیا!,"Na, To Nayā!","No, Don't Come!",ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1395,no,NA,,,Appendix D
OPW_0447,من تشنمه,Man Teshnameh,I'm Thirsty,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1395,no,NA,,,Appendix D
OPW_0448,نه، نمی‌خوام!,"Na, Nemikhām!","No, I Don't Want It!",ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1395,no,NA,,,Appendix D
OPW_0449,منم بازی!,Manam Bāzi!,"Me Too, I Want to Play!",ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1395,no,NA,,,Appendix D
OPW_0450,من یک موش هستم!,Man Yek Mush Hastam!,I Am a Mouse!,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1395,no,NA,,,Appendix D
OPW_0451,بیبو بیبو,Bibu Bibu,Beebo Beebo,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1388,yes,2,,,Appendix D
OPW_0452,غول تاریکی,Ghul-e Tāriki,The Giant of Darkness,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1395,no,NA,,,Appendix D
OPW_0453,کیه، چیه؟,"Kiyeh, Chieh?","Who Is It, What Is It?",ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1395,no,NA,,,Appendix D
OPW_0454,وای این که فسقلی نیست,Vāy In ke Fesgheli Nist,Oh! This One Isn't Tiny,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1395,no,NA,,,Appendix D
OPW_0455,عروسی زن عمو عنکبوت,Arusi-ye Zan Amu Ankabut,Aunt Spider's Wedding,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1395,no,NA,,,Appendix D
OPW_0456,من نمیام بوق‌وحش!,Man Nemiyām Bugh-e-Vahsh!,"I'm Not Coming, Wild Horn!",ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1396,no,NA,,,Appendix D
OPW_0457,بوی خوشمزه‌ی آدم‌خانم,Buy-e Khoshmazeh-ye Ādam Khānom,The Delicious Smell of Lady Human,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1396,no,NA,,,Appendix D
OPW_0458,دوست داری جغد باشی؟,Dust Dāri Joghd Bāshi?,Would You Like to Be an Owl?,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1396,yes,2,,,Appendix D
OPW_0459,دوست‌داری نهنگ باشی؟,Dust Dāri Nahang Bāshi?,Would You Like to Be a Whale?,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1396,yes,2,,,Appendix D
OPW_0460,دوست داری پنگوین باشی؟,Dust Dāri Panguan Bāshi?,Would You Like to Be a Penguin?,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1396,yes,2,,,Appendix D
OPW_0461,اومدیم مامان! اومدیم بابا!,Umadim Māmān! Umadim Bābā!,"We're Coming, Mommy! We're Coming, Daddy!",ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1396,no,NA,,,Appendix D
OPW_0462,سبزه خانم,Sabzeh Khānom,Lady Green,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1396,no,NA,,,Appendix D
OPW_0463,درخت توت,Derakht-e Tut,The Mulberry Tree,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1396,no,NA,,,Appendix D
OPW_0464,موی کجکی,Muy-e Kajaki,Crooked Hair,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1396,no,NA,,,Appendix D
OPW_0465,بچه آخری,Bacheh-ye Ākhari,The Last Child,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1396,no,NA,,,Appendix D
OPW_0466,پسته‌ی خندان,Pesteh-ye Khandān,The Smiling Pistachio,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1396,no,NA,,,Appendix D
OPW_0467,قاشق چایخوری,Ghāshogh-e Chāykhori,The Teaspoon,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1397,no,NA,,,Appendix D
OPW_0468,ابر باسواد,Abr-e Bāsavād,The Educated Cloud,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1397,no,NA,,,Appendix D
OPW_0469,ادب‌خان,Adab Khān,Mr. Manners,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1397,no,NA,,,Appendix D
OPW_0470,اگر آب نبود,Agar Āb Nabud,If There Were No Water,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1397,no,NA,,,Appendix D
OPW_0471,بوی باد,Buy-e Bād,The Smell of the Wind,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1397,no,NA,,,Appendix D
OPW_0472,پیشی کاغذی,Pishi-ye Kāghazi,The Paper Kitty,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1397,no,NA,,,Appendix D
OPW_0473,تاب‌بازی بچه کلاغ,Tāb-Bāzi-ye Bacheh Kalāgh,Baby Crow's Swing Game,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1397,no,NA,,,Appendix D
OPW_0474,سلام مامان! سلام بابا!,Salām Māmān! Salām Bābā!,Hello Mommy! Hello Daddy!,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1397,no,NA,,,Appendix D
OPW_0475,خاله گوسفندها,Khāleh Gosfandhā,Sheep's Aunt,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1397,no,NA,,,Appendix D
OPW_0476,پولیچو ترسناکه,Pulichu Tarsnākeh,Pulichu Is Scary,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1397,no,NA,,,Appendix D
OPW_0477,دوربین کوچولو,Durbin-e Kuchulu,The Little Camera,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1397,no,NA,,,Appendix D
OPW_0478,فسقلی و کیک گنده,Fesgheli va Keyk-e Gondeh,Tiny and the Giant Cake,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1397,no,NA,,,Appendix D
OPW_0479,لک‌لک,Lak-Lak,The Stork,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1397,no,NA,,,Appendix D
OPW_0480,غاغالی بزغاله,Ghāghāli Bozghāleh,The Bleating Kid Goat,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1397,no,NA,,,Appendix D
OPW_0481,سنجاقک,Sanjāghak,Dragonfly,official_translation,IA_0016,Laleh Jafari,لاله جعفری,1397,no,NA,,,Appendix D
OPW_0482,دردونه خانم و جیرجیری,Dorduneh Khānom va Jirjiri,Lady Darling and Chirpy,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1397,no,NA,,,Appendix D
OPW_0483,ماکار شجاع,Mākār-e Shojā',Brave Makar,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1397,no,NA,,,Appendix D
OPW_0484,افسانه‌ی غول دست کج و چهار افسانه‌ی دیگر,Afsāneh-ye Ghul-e Dast Kaj va Chahār Afsāneh-ye Digar,The Legend of the Crooked-Handed Giant and Four Other Legends,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1397,no,NA,,,Appendix D
OPW_0485,چراغ جادو و اژدهای دندان‌داغ,Cherāgh-e Jādu va Ezhdehā-ye Dandān-Dāgh,The Magic Lamp and the Hot-Toothed Dragon,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1398,no,NA,,,Appendix D
OPW_0486,آدو و جادوگر بی جادو,Ādu va Jādugar-e Bi-Jādu,Adu and the Magicless Wizard,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1398,no,NA,,,Appendix D
OPW_0487,خیاطی که خانه دوخت,Khayyāti ke Khāneh Dukht,The Tailor Who Sewed a House,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1398,no,NA,,,Appendix D
OPW_0488,قصه‌های نی‌نی آدم,Ghesseh-hā-ye Nini Ādam,Baby Adam Stories,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1398,no,NA,,,Appendix D
OPW_0489,نی‌نی آدم و نی‌نی‌ خرسی,Nini Ādam va Nini Khersi,Baby Adam and Baby Bear,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1398,no,NA,,,Appendix D
OPW_0490,نی‌نی‌آدم و نی‌نی موشی,Nini Ādam va Nini Mushi,Baby Adam and Baby Mouse,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1398,no,NA,,,Appendix D
OPW_0491,غول دوشاخ و دختر گیس بلند,Ghul-e Do Shākh va Dokhtar-e Gis Boland,The Two-Horned Giant and the Long-Haired Girl,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1398,no,NA,,,Appendix D
OPW_0492,نی‌نی آدم و نی‌نی فیلی,Nini Ādam va Nini Fili,Baby Adam and Baby Elephant,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1398,no,NA,,,Appendix D
OPW_0493,مسافر کیه؟,Mosāfer Kiyeh?,Who Is the Traveler?,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1399,no,NA,,,Appendix D
OPW_0494,می‌گردم بازی,Migardam Bāzi,"""Looking for"" Game",ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1399,no,NA,,,Appendix D
OPW_0495,راستکی یا دروغکی,Rāstaki yā Dorughaki,For Real or Pretend?,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1399,no,NA,,,Appendix D
OPW_0496,قایم شو تا پیدات کنم!,Ghāyem Sho Tā Peydāt Konam!,Hide So I Can Find You!,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1399,no,NA,,,Appendix D
OPW_0497,خبر خوب,Khabar-e Khub,Good News,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1399,no,NA,,,Appendix D
OPW_0498,خاله فرفری و قلقلی,Khāleh Ferferi va Ghelgheli,Aunt Curly and Roundy,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1399,no,NA,,,Appendix D
OPW_0499,قلمبه قلمبه,Gholombeh Gholombeh,Lumpy-Bumpy,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1399,no,NA,,,Appendix D
OPW_0500,بندی بندی,Bandi Bandi,Stripey-Stripey,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1399,no,NA,,,Appendix D
OPW_0501,قرقری,Ghergheri,Grumbly,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1399,no,NA,,,Appendix D
OPW_0502,وای وایی جون,Vāy Vāyi Jun,"Oh Dear, My Dear!",ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1399,no,NA,,,Appendix D
OPW_0503,رینگی رینگی,Ringi Ringi,Ringy Ringy,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1399,no,NA,,,Appendix D
OPW_0504,جیلیز ویلیزی,Jiliz Vilizi,Jiliz Vilizi,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1399,no,NA,,,Appendix D
OPW_0505,چشم بادمجانی‌ها,Cheshm Bādemjāni-hā,The Eggplant Eyes,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1399,no,NA,,,Appendix D
OPW_0506,چوم چوم,Chum Chum,Chum Chum,ai_literal_gloss,IA_0016,Laleh Jafari,لاله جعفری,1399,no,NA,,,Appendix D
OPW_0507,آقا رنگی و گربه ناقلا ،یا، این جوری بود که اون جوری شد,Āghā Rangi va Gorbeh-ye Nāgholā,"Mr. Colorful and the Naughty Cat, or, How It Turned Out That Way",ai_literal_gloss,IA_0009,Farhad Hassanzadeh,فرهاد حسن‌زاده,1384,yes,2,,,Appendix D
OPW_0508,اگر زمین مثل سیب‌زمینی چروکیده شود!,Agar Zamin Mesl-e Sibzamini Chorukideh Shavad!,What If the Earth Wrinkled Like a Potato?,ai_literal_gloss,IA_0009,Farhad Hassanzadeh,فرهاد حسن‌زاده,1398,no,NA,,,Appendix D
OPW_0509,با کتلت‌ها شوخی نکن!,Bā Kotlet-hā Shukhi Nakon!,Don't Joke with the Cutlets!,ai_literal_gloss,IA_0009,Farhad Hassanzadeh,فرهاد حسن‌زاده,1398,no,NA,,,Appendix D
OPW_0510,بشو و نشو,Besho va Nasho,Become and Don't Become,ai_literal_gloss,IA_0009,Farhad Hassanzadeh,فرهاد حسن‌زاده,1394,no,NA,,,Appendix D
OPW_0511,بفرمایید پیراشکی، شیمپالو!,"Befarmāyid Pirāshki, Shimpālu!","Have a Doughnut, Shimpalu!",ai_literal_gloss,IA_0009,Farhad Hassanzadeh,فرهاد حسن‌زاده,1393,no,NA,,,Appendix D
OPW_0512,ب‍ن‌ب‍س‍ت‌ ح‍ق‍ی‍ق‍ت,Bonbast-e Haghighat,Dead End of Truth,ai_literal_gloss,IA_0009,Farhad Hassanzadeh,فرهاد حسن‌زاده,1378,no,NA,,,Appendix D
OPW_0513,به دنبال بیتا,Be Donbāl-e Bitā,In Search of Bita,ai_literal_gloss,IA_0009,Farhad Hassanzadeh,فرهاد حسن‌زاده,1378,no,NA,,,Appendix D
OPW_0514,پری نازه دست درازه,Pari Nāzeh Dast Derāzeh,Pretty Fairy Long-Arms,ai_literal_gloss,IA_0009,Farhad Hassanzadeh,فرهاد حسن‌زاده,1388,yes,2,,,Appendix D
OPW_0515,پی تی کو ... پی تی کو و دو داستان دیگر,Pi Ti Ku... Pi Ti Ku va Do Dāstān-e Digar,Pi-Ti-Ku Pi-Ti-Ku and Two Other Stories,ai_literal_gloss,IA_0009,Farhad Hassanzadeh,فرهاد حسن‌زاده,1391,yes,4,,,Appendix D
OPW_0516,چه بویی داشت جوراب شیمپالو!,Che Bu'i Dāsht Jurāb-e Shimpālu!,What a Smell Shimpalu's Sock Had!,ai_literal_gloss,IA_0009,Farhad Hassanzadeh,فرهاد حسن‌زاده,1393,no,NA,,,Appendix D
OPW_0517,خاله شمسی کجاست، شیمپالو!,"Khāleh Shamsi Kojāst, Shimpālu!","Where Is Aunt Shamsi, Shimpalu?",ai_literal_gloss,IA_0009,Farhad Hassanzadeh,فرهاد حسن‌زاده,1393,no,NA,,,Appendix D
OPW_0518,خواننده‌ی نسل جوان، شیمپالو!,"Khānandeh-ye Nasl-e Javān, Shimpālu!","Shimpalu, Singer of the Young Generation!",ai_literal_gloss,IA_0009,Farhad Hassanzadeh,فرهاد حسن‌زاده,1393,no,NA,,,Appendix D
OPW_0519,دنیا را بلرزون کوتی کوتی,"Donyā rā Belarzun, Kuti Kuti","Shake the World, Kuti Kuti!",ai_literal_gloss,IA_0009,Farhad Hassanzadeh,فرهاد حسن‌زاده,1393,yes,2,این کتاب در سال ۱۳۹۸ تجدید چاپ شده است.,This book was reprinted in 2019 (1398).,Appendix D
OPW_0520,دیو دیگ به سر یا اینجوری بود که اونجوری شد,Div-e Dig-be-Sar yā Injuri Bud ke Unjuri Shod,"The Pot-Headed Demon, or How It Turned Out That Way",ai_literal_gloss,IA_0009,Farhad Hassanzadeh,فرهاد حسن‌زاده,1392,yes,3,,,Appendix D
OPW_0521,سرما نخوری کوتی کوتی,"Sarmā Nakhori, Kuti Kuti","Don't Catch a Cold, Kuti Kuti",ai_literal_gloss,IA_0009,Farhad Hassanzadeh,فرهاد حسن‌زاده,1393,no,NA,,,Appendix D
OPW_0522,سنگ‌های آرزو,Sang-hā-ye Ārezu,The Wish Stones,ai_literal_gloss,IA_0009,Farhad Hassanzadeh,فرهاد حسن‌زاده,1385,yes,11,,,Appendix D
OPW_0523,س‍ی‍ب‌ س‍رخ‌ س‍وس‍ن‌. ق‍طار زرد م‍زدک‌. س‍وت‌ س‍ف‍ی‍د س‍ام‍ان,"Sib-e Sorkh-e Susan, Ghatār-e Zard-e Mazdak, Sut-e Sefid-e Sāmān","Susan's Red Apple, Mazdak's Yellow Train, Saman's White Whistle",ai_literal_gloss,IA_0009,Farhad Hassanzadeh,فرهاد حسن‌زاده,1383,no,NA,,,Appendix D
OPW_0524,شام سرد شد کوتی کوتی,"Shām Sard Shod, Kuti Kuti","Dinner Got Cold, Kuti Kuti",ai_literal_gloss,IA_0009,Farhad Hassanzadeh,فرهاد حسن‌زاده,1396,no,NA,,,Appendix D
OPW_0525,عید شما مبارک، شیمپالو!,"Eid-e Shomā Mobārak, Shimpālu!","Happy Holiday, Shimpalu!",ai_literal_gloss,IA_0009,Farhad Hassanzadeh,فرهاد حسن‌زاده,1393,no,NA,,,Appendix D
OPW_0526,غذایی خوش‌مزه برای شیمپالو!,Ghazāyi Khoshmazeh Barāye Shimpālu!,A Tasty Meal for Shimpalu!,ai_literal_gloss,IA_0009,Farhad Hassanzadeh,فرهاد حسن‌زاده,1393,no,NA,,,Appendix D
OPW_0527,قصه درختی که خوابش می‌آمد,Ghesseh-ye Derakhti ke Khābesh Miāmad,The Story of the Tree That Was Sleepy,ai_literal_gloss,IA_0009,Farhad Hassanzadeh,فرهاد حسن‌زاده,1393,yes,2,,,Appendix D
OPW_0528,کلاغ بی نمک نخور، شیمپالو!,"Kalāgh-e Bi Namak Nakhor, Shimpālu!","Don't Eat the Bland Crow, Shimpalu!",ai_literal_gloss,IA_0009,Farhad Hassanzadeh,فرهاد حسن‌زاده,1393,no,NA,,,Appendix D
OPW_0529,ل‍ول‍وی‌ زی‍ب‍ای‌ ق‍ص‍ه‌گ‍و,Luluy-e Zibā-ye Ghessehgu,The Beautiful Storytelling Bogeyman,ai_literal_gloss,IA_0009,Farhad Hassanzadeh,فرهاد حسن‌زاده,1379,no,NA,,,Appendix D
OPW_0530,موش سر به هوا,Mush-e Sar be Havā,The Scatterbrained Mouse,ai_literal_gloss,IA_0009,Farhad Hassanzadeh,فرهاد حسن‌زاده,1398,no,NA,,,Appendix D
OPW_0531,هدیه خیس,Hadiyeh-ye Khis,The Wet Gift,ai_literal_gloss,IA_0009,Farhad Hassanzadeh,فرهاد حسن‌زاده,1395,no,NA,,,Appendix D
OPW_0532,ه‍م‍ان‌ ل‍ن‍گ‍ه‌ ک‍ف‍ش‌ ب‍ن‍ف‍ش,Hamān Lengeh Kafsh-e Banafsh,That Same Purple Shoe,ai_literal_gloss,IA_0009,Farhad Hassanzadeh,فرهاد حسن‌زاده,1382,yes,3,,,Appendix D
OPW_0533,نبرد با خیون‌ها: حماسه‌ی ۱۰؛ لهراسپ، گشتاسپ و ارجاسپ خیون,"Nabard bā Khiyunhā: Hamāseh-ye 10; Lohrasp, Goshtasp and Arjasp Khiyun","Battle with the Khyons: Epic 10; Lohrasp, Goshtasp and Arjasp the Khyon",ai_literal_gloss,IA_0006,Arman Arian,آرمان آرین,1393,no,NA,اقتباس از شاهنامه,Adapted from the Shahnameh.,Appendix D
OPW_0534,نبرد دوازده رخ,Nabard-e Davāzdah Rokh,The Battle of the Twelve Champions,official_translation,IA_0006,Arman Arian,آرمان آرین,1394,no,NA,اقتباس از شاهنامه,Adapted from the Shahnameh.,Appendix D
OPW_0535,نبردهای عاشقانه: حماسه‌ی ۸ اکوان و رستم؛ بیژن و منیژه,"Nabardhā-ye Āsheghāneh: Hamāseh-ye 8 Akvan va Rostam, Bijan va Manijeh","Love Battles: Epic 8; Akvan and Rostam, Bijan and Manijeh",ai_literal_gloss,IA_0006,Arman Arian,آرمان آرین,1393,no,NA,اقتباس از شاهنامه,Adapted from the Shahnameh.,Appendix D
OPW_0536,نخستین انقلاب تاریخ,Nokhostin Enghelāb-e Tārikh,The First Revolution in History,ai_literal_gloss,IA_0006,Arman Arian,آرمان آرین,1393,no,NA,,,Appendix D
OPW_0537,هفت فرمانروا,Haft Farmānravā,Seven Rulers,ai_literal_gloss,IA_0006,Arman Arian,آرمان آرین,1393,no,NA,,,Appendix D
OPW_0538,هنگامه‌ی هماون,Hengāmeh-ye Hamāvan,The Tumult of Hamavan,ai_literal_gloss,IA_0006,Arman Arian,آرمان آرین,1393,no,NA,اقتباس از شاهنامه,Adapted from the Shahnameh.,Appendix D
OPW_0539,کابوس باغ سیاه,Kābus-e Bāgh-e Siyāh,Nightmare of the Black Garden,ai_literal_gloss,IA_0006,Arman Arian,آرمان آرین,1390,no,NA,,,Appendix D
OPW_0540,فرمانروای سرتاسر زمین,Farmānravā-ye Sartāsar-e Zamin,Ruler of the Entire Earth,ai_literal_gloss,IA_0006,Arman Arian,آرمان آرین,1394,no,NA,اقتباس از شاهنامه,Adapted from the Shahnameh.,Appendix D
OPW_0541,فرصت‌های تباه شده,Forsat-hā-ye Tabāh Shodeh,Wasted Opportunities,ai_literal_gloss,IA_0006,Arman Arian,آرمان آرین,1394,no,NA,,,Appendix D
OPW_0542,سوار بر اهریمن,Savār bar Ahriman,Riding Ahriman,ai_literal_gloss,IA_0006,Arman Arian,آرمان آرین,1393,no,NA,اقتباس از شاهنامه,Adapted from the Shahnameh.,Appendix D
OPW_0543,سرآغاز یک پهلوان: منوچهر شاه و زال خردمند,Sarāghāz-e Yek Pahlevān: Manuchehr Shāh va Zāl-e Kheradmand,The Beginning of a Hero: King Manuchehr and Wise Zal,ai_literal_gloss,IA_0006,Arman Arian,آرمان آرین,1391,no,NA,اقتباس از شاهنامه,Adapted from the Shahnameh.,Appendix D
OPW_0544,سرآغاز فرزندان ساسان,Sarāghāz-e Farzandān-e Sāsān,The Beginning of the Children of Sasan,ai_literal_gloss,IA_0006,Arman Arian,آرمان آرین,1393,no,NA,اقتباس از شاهنامه,Adapted from the Shahnameh.,Appendix D
OPW_0545,ستمگر می آید!,Setamgar Miāyad!,The Tyrant Is Coming!,ai_literal_gloss,IA_0006,Arman Arian,آرمان آرین,1393,no,NA,اقتباس از شاهنامه,Adapted from the Shahnameh.,Appendix D
OPW_0546,سپید بال,Sepid Bāl,White Wing,ai_literal_gloss,IA_0006,Arman Arian,آرمان آرین,1396,no,NA,,,Appendix D
OPW_0547,سپنتامینو,Sepentamino,Sepentamino,ai_literal_gloss,IA_0006,Arman Arian,آرمان آرین,1388,no,NA,,,Appendix D
OPW_0548,سپیتمان,Sepitmān,Spitaman,official_translation,IA_0006,Arman Arian,آرمان آرین,1388,yes,2,,,Appendix D
OPW_0549,رویای باغ سپید,Royā-ye Bāgh-e Sepid,Dream of the White Garden,ai_literal_gloss,IA_0006,Arman Arian,آرمان آرین,1390,no,NA,,,Appendix D
OPW_0550,روزگار مرگ دانایان,Rouzgār-e Marg-e Dānāyān,The Age of the Death of the Wise,ai_literal_gloss,IA_0006,Arman Arian,آرمان آرین,1394,no,NA,اقتباس از شاهنامه,Adapted from the Shahnameh.,Appendix D
OPW_0551,رستم وارد می‌شود!,Rostam Vāred Mishavad!,Rostam Enters!,ai_literal_gloss,IA_0006,Arman Arian,آرمان آرین,1393,no,NA,,,Appendix D
OPW_0552,داستان مازندران: رستم و کیکاووس ۱,Dāstān-e Māzandarān: Rostam va Keykāvus 1,The Mazandaran Tale: Rostam and Kaykavus I,ai_literal_gloss,IA_0006,Arman Arian,آرمان آرین,1393,no,NA,اقتباس از شاهنامه,Adapted from the Shahnameh.,Appendix D
OPW_0553,داستان مارها,Dāstān-e Mārhā,The Story of the Serpents,ai_literal_gloss,IA_0006,Arman Arian,آرمان آرین,1393,no,NA,اقتباس از شاهنامه,Adapted from the Shahnameh.,Appendix D
OPW_0554,داستان سمنگان,Dāstān-e Samangān,The Story of Samangan,ai_literal_gloss,IA_0006,Arman Arian,آرمان آرین,1393,no,NA,اقتباس از شاهنامه,Adapted from the Shahnameh.,Appendix D
OPW_0555,حماسه‌ی مرد رویین‌تن,Hamāseh-ye Mard-e Ruyintan,Epic of the Invulnerable Man,ai_literal_gloss,IA_0006,Arman Arian,آرمان آرین,1394,no,NA,اقتباس از شاهنامه,Adapted from the Shahnameh.,Appendix D
OPW_0556,تاریک روشنا,Tārik Roshanā,Dark Light,ai_literal_gloss,IA_0006,Arman Arian,آرمان آرین,1393,no,NA,,,Appendix D
OPW_0557,پیروزی بر دیوها,Piruzi bar Divhā,Victory over the Demons,ai_literal_gloss,IA_0006,Arman Arian,آرمان آرین,1393,no,NA,اقتباس از شاهنامه,Adapted from the Shahnameh.,Appendix D
OPW_0558,پتش خوآرگر:حماسه؛ سرآغاز,Patesh Khuārgar: Hamāseh; Sarāghāz,Patesh Khwargar: The Epic; The Beginning,ai_literal_gloss,IA_0006,Arman Arian,آرمان آرین,1394,yes,2,,,Appendix D
OPW_0559,پتش خوآرگر۲: مردی از تبار اژدها,Patesh Khuārgar 2: Mardi az Tabār-e Ezhdehā,Patesh Khwargar 2: A Man of Dragon Blood,ai_literal_gloss,IA_0006,Arman Arian,آرمان آرین,1395,no,NA,,,Appendix D
