id,title_original,title_fa,title_romanized,title_gloss_en,title_gloss_type,author_id,author_en,author_fa,translator_id,translator_fa,translator_en,year_original,year_persian,reprint_status,reprint_number,notes_fa,notes_en,source_appendix
TRW_0081,The Silmarillon,سیلماریلیون,Silmārillion,The Silmarillion,official_translation,FA_0129,J. R. R. Tolkien,جی. آر. آر. تولکین,TR_0335,م‍ری‍م‌ واث‍ق‍ی‌‌پ‍ن‍اه,Maryam Vaseghipanah,1977,1385,no,NA,,,Appendix C
TRW_0082,"The Adventures of Tom Bombadil, and Other Verses from the Red Book",ماجراهای تام بامبادیل,Mājerāhā-ye Tām Bāmbādil,The Adventures of Tom Bombadil,ai_literal_gloss,FA_0129,J. R. R. Tolkien,جی. آر. آر. تولکین,TR_0498,رضا کیامحمدی,Reza Kiamohammadi,1990,1398,no,NA,,,Appendix C
TRW_0083,"The Hobbit, or, There and Back Again‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬",هابیت: آنجا و بازگشت دوباره,Hābit: Ānjā va Bāzgasht-e Dobāreh,The Hobbit: There and Back Again,official_translation,FA_0129,J. R. R. Tolkien,جی. آر. آر. تولکین,TR_0464,پریا آق‍اس‍ی‌ب‍ی‍گ,Pariya Aghasibeig,1937,1381,yes,multiple,,,Appendix C
TRW_0084,The Fifth Season: the Broken Earth,فصل پنجم: هر عصری یک روز به پایان خواهد رسید,Fasl-e Panjom: Har Asri Yek Ruz be Pāyān Khāhad Resid,The Fifth Season: Every Era Will End One Day,ai_literal_gloss,FA_0220,N. K. Jemisin,ان. کی.‬ جمیسین,TR_0345,معصومه حیدری,Masoumeh Heydari,2015,1396,yes,multiple,,,Appendix C
TRW_0085,The Obelisk Gate,دروازه‌ی اوبلیسک,Darvāzeh-ye Obelisk,The Obelisk Gate,official_translation,FA_0220,N. K. Jemisin,ان. کی.‬ جمیسین,TR_0415,مطهره اسلامی,Motahereh Eslami,2016,1398,no,NA,,,Appendix C
TRW_0086,The Stone Sky,آسمان سنگی,Āsemān-e Sangi,The Stone Sky,official_translation,FA_0220,N. K. Jemisin,ان. کی.‬ جمیسین,TR_0415,مطهره اسلامی,Motahereh Eslami,2017,1399,no,NA,,,Appendix C
TRW_0087,Emergency Skin,پوست اضطراری,Pust-e Ezterāri,Emergency Skin,official_translation,FA_0220,N. K. Jemisin,ان. کی.‬ جمیسین,TR_0371,مینا طالب‌لی,Mina Talebli,2019,1399,no,NA,,,Appendix C
TRW_0088,Slow Learner: Early Stories,کندآموز,Kondāmuz,Slow Learner,ai_literal_gloss,FA_0315,Thomas Pynchon,تامس پینچن,TR_0194,غلامرضا صراف,Gholamreza Sarraf,1984,1395,no,NA,,,Appendix C
TRW_0089,The Crying of Lot 49,اعلان قرعه‌ی ۴۹,E'lān-e Ghor'eh-ye 49,Announcement of Lot 49,ai_literal_gloss,FA_0315,Thomas Pynchon,تامس پینچن,TR_0616,طهورا آیتی,Tahoura Ayati,1966,1397,no,NA,,,Appendix C
TRW_0090,Twilight,شفق,Shafagh,Twilight,official_translation,FA_0298,Stephenie Meyer,استفنی میر,TR_0235,ایرج مثال‌آذر,Iraj Mesal-Azar,2005,1386,yes,multiple,,,Appendix C
TRW_0091,New Moon,ماه نو «ادامه رمان شفق»,Māh-e No «Edāme-ye Romān-e Shafagh»,New Moon,official_translation,FA_0298,Stephenie Meyer,استفنی میر,TR_0235,ایرج مثال‌آذر,Iraj Mesal-Azar,2006,1387,yes,5,,,Appendix C
TRW_0092,Breaking Dawn,سپیده‌دم,Sepideh-Dam,Breaking Dawn,official_translation,FA_0298,Stephenie Meyer,استفنی میر,TR_0572,شهناز کمیلی‌زاده,Shahnaz Komeilizadeh,2008,1388,yes,3,,,Appendix C
TRW_0093,The Host: a Novel,میزبان,Mizbān,The Host,official_translation,FA_0298,Stephenie Meyer,استفنی میر,TR_0572,شهناز کمیلی‌زاده,Shahnaz Komeilizadeh,2008,1388,yes,2,,,Appendix C
TRW_0094,Eclipse,خسوف «ادامه رمان ماه نو»,Khosuf «Edāme-ye Romān-e Māh-e No»,Eclipse,official_translation,FA_0298,Stephenie Meyer,استفنی میر,TR_0572,شهناز کمیلی‌زاده,Shahnaz Komeilizadeh,2008,1388,yes,8,,,Appendix C
TRW_0095,Midnight Sun‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬,خورشید نیمه‌شب,Khorshid-e Nimeh Shab,Midnight Sun,official_translation,FA_0298,Stephenie Meyer,استفنی میر,TR_0323,مریم آقایی,Maryam Aghaei,2020,1399,yes,multiple,,,Appendix C
TRW_0096,The Chemist,شیمی‌دان,Shimidān,The Chemist,official_translation,FA_0298,Stephenie Meyer,استفنی میر,TR_0320,مرجان حمیدی,Marjan Hamidi,2016,1396,yes,multiple,,,Appendix C
TRW_0097,The Short Second Life of Bree Tanner: an Eclipse Novella,زندگی دوباره‌ی بری تانر,Zendegi-ye Dobāreh-ye Bree Tanner,The Second Life of Bree Tanner,ai_literal_gloss,FA_0298,Stephenie Meyer,استفنی میر,TR_0435,ندا شادنظر,Neda Shadnazar,2010,1389,no,NA,,,Appendix C
TRW_0098,Dead Until Dark,مرگ تا تاریکی,Marg tā Tārikī,Death Until Darkness,ai_literal_gloss,FA_0035,Charlaine Harris,چارلين هريس,TR_0501,ريتو بحری,Ritu Bahri,2001,1394,no,NA,,,Appendix C
TRW_0099,The Borrowers,امانت بگیرها,Amānat Begirhā,The Borrowers,official_translation,FA_0208,Mary Norton,مری نورتون,TR_0170,فرزانه سالمی,Farzaneh Salemi,1952,1396,no,NA,,,Appendix C
TRW_0100,NA,بازگشت به خانه,Bāzgasht be Khāneh,Return Home,ai_literal_gloss,FA_0268,Robert A. Heinlein,رابرت ا. هین‌لین,TR_0379,محمد قصاع,Mohammad Ghassa,-,1382,no,NA,,,Appendix C
TRW_0101,Starship Troopers,جنگاوران اخترناو,Jangāvarān-e Akhtarnāv,Starship Warriors,ai_literal_gloss,FA_0268,Robert A. Heinlein,رابرت ا. هین‌لین,TR_0232,ایمان اسماعیلیان,Iman Esmaeilian,1959,1376,yes,multiple,,,Appendix C
TRW_0102,All You Zombies,حفره‌های تاریک لونا,Hofreh-hā-ye Tārik-e Lunā,Luna's Dark Pits,ai_literal_gloss,FA_0268,Robert A. Heinlein,رابرت ا. هین‌لین,TR_0128,الهام حق‌پرست,Elham Haghparast,1959,1394,no,NA,,,Appendix C
TRW_0103,Citizen of the Galaxy,ساکنان کهکشان,Sākenān-e Kahkeshān,Inhabitants of the Galaxy,ai_literal_gloss,FA_0268,Robert A. Heinlein,رابرت ا. هین‌لین,TR_0290,محمود مصاحب,Mahmoud Mosaheb,1957,1395,yes,multiple,,,Appendix C
TRW_0104,Rocket Ship Galileo,موشکی بنام گالیله,Moshaki be Nām-e Gālileh,A Rocket Named Galileo,ai_literal_gloss,FA_0268,Robert A. Heinlein,رابرت ا. هین‌لین,TR_0252,کارتارینا ورزی,Kartarina Varzi,1947,1389,yes,multiple,این اسم به غلط کارتارینا نوشته شده است و درست آن کاتارینا است ولی برای تغییر ندادن اطلاعات حذف نشده است,"The name is written wrong as کارتارینا, the right name is کاتارینا (Katarina) but for not loosing the information it is not changed",Appendix C
TRW_0105,"Short Stories, Argentine",قصه‌های کوتاه و خارق‌العاده,Ghesseh-hā-ye Kutāh va Khāregholādeh,Short and Extraordinary Stories,ai_literal_gloss,FA_0161,Jorge Luis Borges,خورخه لوئیس بورخس,TR_0624,ونداد جلیلی,Vandad Jalili,NA,1398,no,NA,,,Appendix C
TRW_0106,The Library of Babel,کتابخانه بابل و ۲۳ داستان دیگر,Ketābkhāneh-ye Bābel va 23 Dāstān-e Digar,The Library of Babel and 23 Other Stories,ai_literal_gloss,FA_0161,Jorge Luis Borges,خورخه لوئیس بورخس,TR_0259,کاوه سیدحسینی,Kaveh Seyedhosseini,1941,1378,no,NA,,,Appendix C
TRW_0107,El Libro de Arena,کتاب شنی,Ketāb-e Sheni,The Book of Sand,official_translation,FA_0161,Jorge Luis Borges,خورخه لوئیس بورخس,TR_0155,ف‍ری‍ده‌ م‍ه‍دوی‌‌دام‍غ‍ان‍ی‌,Farideh Mahdavi Damghani,1975,1381,yes,multiple,,,Appendix C
TRW_0108,The Book of Imaginary Beings‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬,کتاب موجودات خیالی,Ketāb-e Mojudāt-e Khiyāli,The Book of Imaginary Beings,official_translation,FA_0161,Jorge Luis Borges,خورخه لوئیس بورخس,TR_0010,احمد اخوت,Ahmad Okhovat,1957,1373,yes,multiple,,,Appendix C
TRW_0109,Labyrinths,هزارتوهای بورخس,Hezārtuhā-ye Borkhes,Borges' Labyrinths,ai_literal_gloss,FA_0161,Jorge Luis Borges,خورخه لوئیس بورخس,TR_0015,اح‍م‍د م‍ی‍رع‍لائ‍ی‌,Ahmad Miralaei,1962,1356,yes,multiple,,,Appendix C
TRW_0110,Collected Fictions,ابداعات,Ebdā'āt,Inventions / Creations,ai_literal_gloss,FA_0161,Jorge Luis Borges,خورخه لوئیس بورخس,TR_0317,م‍ان‍ی‌ ص‍ال‍ح‍ی‌ع‍لام‍ه,Mani Salehi-Allameh,1944,1380,no,NA,"ای‍ن‌ ک‍ت‍اب‌ ت‍رج‍م‍ه‌ ی‍ک‌ داس‍ت‍ان‌ از م‍ج‍م‍وع‍ه‌ای‌ ت‍ح‍ت‌ ع‍ن‍وان‌ ""‎""Collected fictions ‬اس‍ت‌.","This book is a translation of a story from the collection ""Collected Fictions.""",Appendix C
TRW_0111,Collected Fictions,باغ جاده‌های چندشاخه,Bāgh-e Jādeh-hā-ye Chandshākheh,The Garden of Forking Roads,official_translation,FA_0161,Jorge Luis Borges,خورخه لوئیس بورخس,TR_0317,م‍ان‍ی‌ ص‍ال‍ح‍ی‌ع‍لام‍ه,Mani Salehi-Allameh,1944,1380,no,NA,"ای‍ن‌ ک‍ت‍اب‌ ت‍رج‍م‍ه‌ ی‍ک‌ داس‍ت‍ان‌ از م‍ج‍م‍وع‍ه‌ای‌ ت‍ح‍ت‌ ع‍ن‍وان‌ ""‎""Collected fictions ‬اس‍ت‌.","This book is a translation of a story from the collection ""Collected Fictions.""",Appendix C
TRW_0112,Collected Fictions,تاریخچه‌ای عمومی از بی‌عدالتی و شرارت: داستان‌های تخیلی,Tārikhcheh-i Omūmi az Bi'edālati va Sharārat: Dāstān-hā-ye Takhayyoli,A Universal History of Injustice and Wickedness: Fictional Stories,ai_literal_gloss,FA_0161,Jorge Luis Borges,خورخه لوئیس بورخس,TR_0317,م‍ان‍ی‌ ص‍ال‍ح‍ی‌ع‍لام‍ه,Mani Salehi-Allameh,1944,1392,no,NA,"ای‍ن‌ ک‍ت‍اب‌ ت‍رج‍م‍ه‌ ی‍ک‌ داس‍ت‍ان‌ از م‍ج‍م‍وع‍ه‌ای‌ ت‍ح‍ت‌ ع‍ن‍وان‌ ""‎""Collected fictions ‬اس‍ت‌.","This book is a translation of a story from the collection ""Collected Fictions.""",Appendix C
TRW_0113,Shakespeare's Memory,خاطره‌ی شکسپیر,Khātereh-ye Shekspier,Shakespeare's Memory,official_translation,FA_0161,Jorge Luis Borges,خورخه لوئیس بورخس,TR_0317,م‍ان‍ی‌ ص‍ال‍ح‍ی‌ع‍لام‍ه,Mani Salehi-Allameh,1983,1381,no,NA,,,Appendix C
TRW_0114,Collected Fictions,خورخه لوئیس بورخس (مجموعه داستان‌ها),Khorkhe Luis Borkhes (Majmu'eh-ye Dāstān-hā),Jorge Luis Borges (Collection of Stories),ai_literal_gloss,FA_0161,Jorge Luis Borges,خورخه لوئیس بورخس,TR_0317,م‍ان‍ی‌ ص‍ال‍ح‍ی‌ع‍لام‍ه,Mani Salehi-Allameh,1944,1384,no,NA,"ای‍ن‌ ک‍ت‍اب‌ ت‍رج‍م‍ه‌ ی‍ک‌ داس‍ت‍ان‌ از م‍ج‍م‍وع‍ه‌ای‌ ت‍ح‍ت‌ ع‍ن‍وان‌ ""‎""Collected fictions ‬اس‍ت‌.","This book is a translation of a story from the collection ""Collected Fictions.""",Appendix C
TRW_0115,Collected Fictions,داستان جنگجو و دوشیزه اسیر,Dāstān-e Jangjoo va Dushizeh-ye Asir,The Story of the Warrior and the Captive Maiden,official_translation,FA_0161,Jorge Luis Borges,خورخه لوئیس بورخس,TR_0317,م‍ان‍ی‌ ص‍ال‍ح‍ی‌ع‍لام‍ه,Mani Salehi-Allameh,1944,1393,no,NA,"ای‍ن‌ ک‍ت‍اب‌ ت‍رج‍م‍ه‌ ی‍ک‌ داس‍ت‍ان‌ از م‍ج‍م‍وع‍ه‌ای‌ ت‍ح‍ت‌ ع‍ن‍وان‌ ""‎""Collected fictions ‬اس‍ت‌.","This book is a translation of a story from the collection ""Collected Fictions.""",Appendix C
TRW_0116,Collected Fictions,دشنه، زخم شمشیر، دوئل دیگر,"Deshneh, Zakhm-e Shamshir, Du'el-e Digar","The Dagger, the Sword Wound, Another Duel",ai_literal_gloss,FA_0161,Jorge Luis Borges,خورخه لوئیس بورخس,TR_0317,م‍ان‍ی‌ ص‍ال‍ح‍ی‌ع‍لام‍ه,Mani Salehi-Allameh,1944,1381,no,NA,"ای‍ن‌ ک‍ت‍اب‌ ت‍رج‍م‍ه‌ ی‍ک‌ داس‍ت‍ان‌ از م‍ج‍م‍وع‍ه‌ای‌ ت‍ح‍ت‌ ع‍ن‍وان‌ ""‎""Collected fictions ‬اس‍ت‌.","This book is a translation of a story from the collection ""Collected Fictions.""",Appendix C
TRW_0117,Collected Fictions,صانع,Sāne',The Maker / Creator,ai_literal_gloss,FA_0161,Jorge Luis Borges,خورخه لوئیس بورخس,TR_0317,م‍ان‍ی‌ ص‍ال‍ح‍ی‌ع‍لام‍ه,Mani Salehi-Allameh,1944,1380,no,NA,"ای‍ن‌ ک‍ت‍اب‌ ت‍رج‍م‍ه‌ ی‍ک‌ داس‍ت‍ان‌ از م‍ج‍م‍وع‍ه‌ای‌ ت‍ح‍ت‌ ع‍ن‍وان‌ ""‎""Collected fictions ‬اس‍ت‌.","This book is a translation of a story from the collection ""Collected Fictions.""",Appendix C
TRW_0118,Collected Fictions,سه روایت از یهودا: داستان‌های تخیلی,Se Revāyat az Yahudā: Dāstān-hā-ye Takhayyoli,Three Versions of Judas: Fictional Stories,ai_literal_gloss,FA_0161,Jorge Luis Borges,خورخه لوئیس بورخس,TR_0317,م‍ان‍ی‌ ص‍ال‍ح‍ی‌ع‍لام‍ه,Mani Salehi-Allameh,1944,1392,yes,2,"ای‍ن‌ ک‍ت‍اب‌ ت‍رج‍م‍ه‌ ی‍ک‌ داس‍ت‍ان‌ از م‍ج‍م‍وع‍ه‌ای‌ ت‍ح‍ت‌ ع‍ن‍وان‌ ""‎""Collected fictions ‬اس‍ت‌.
این کتاب در سالهای ۱۳۹۳-۱۳۹۷ تجدیدچاپ شده است.","This book is a translation of a story from the collection ""Collected Fictions.""
This book was reprinted between 2014 and 2018 (1393 to 1397).",Appendix C
TRW_0119,Fables for Our Time,افسانه‌های عصر ما,Afsāneh-hā-ye Asr-e Mā,Fables for Our Time,official_translation,FA_0137,James Thurber,جیمز تربر,TR_0303,م‍ه‍ش‍ی‍د ام‍ی‍رش‍اه‍ی,Mahshid Amirshahi,1940,1382,no,NA,,,Appendix C
TRW_0120,My Life and Hard Times,زندگانی من و روزگار سخت,Zendegāni-ye Man va Ruzegār-e Sakht,My Life and Hard Times,official_translation,FA_0137,James Thurber,جیمز تربر,TR_0213,حسن هاشمی‌میناباد,Hassan Hashemi Minabad,1933,1398,no,NA,,,Appendix C
TRW_0121,The 13 Clocks,سیزده ساعت,Sizdah Sā'at,The Thirteen Clocks,official_translation,FA_0137,James Thurber,جیمز تربر,TR_0016,آیدا عباسی,Aida Abbasi,1950,1397,no,NA,,,Appendix C
TRW_0122,The Great Quillow,کوئیلوی کبیر,Quillow-ye Kabir,The Great Quillow,official_translation,FA_0137,James Thurber,جیمز تربر,TR_0208,حمیدرضا پویا,Hamidreza Pouya,1944,1371,yes,multiple,,,Appendix C
TRW_0123,The Once and Future King,پادشاه گذشته و آینده,Pādeshāh-e Gozashteh va Āyandeh,The Once and Future King,official_translation,FA_0307,T. H. White,تی. اچ. وایت,TR_0224,حسین غریبی,Hossein Gharibbi,1958,1398,no,NA,,,Appendix C
TRW_0124,The Last Battle,آخرین نبرد,Ākharin Nabard,The Last Battle,official_translation,FA_0030,C. S. Lewis,سی. اس. لوئیس,TR_0457; TR_0318,ام‍ی‍د اق‍ت‍داری‌; م‍ن‍وچ‍ه‍ر ک‍ری‍م‌زاده,Omid Eghtedari; Manouchehr Karimizadeh,1956,1379,yes,3,,,Appendix C
TRW_0125,Prince Caspin: the Return to Narnia‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬,شاهزاده‌ی کاسپیین,Shāhzādeh-ye Kāspian,Prince Caspian,ai_literal_gloss,FA_0030,C. S. Lewis,سی. اس. لوئیس,TR_0457; TR_0318,ام‍ی‍د اق‍ت‍داری‌; م‍ن‍وچ‍ه‍ر ک‍ری‍م‌زاده,Omid Eghtedari; Manouchehr Karimizadeh,1951,1377,yes,multiple,,,Appendix C
TRW_0126,"The Lion, the Witch and the Wardrobe",شیر، جادوگر و کمد,"Shir, Jādugar va Komod","The Lion, the Witch and the Wardrobe",official_translation,FA_0030,C. S. Lewis,سی. اس. لوئیس,TR_0457; TR_0318,ام‍ی‍د اق‍ت‍داری‌; م‍ن‍وچ‍ه‍ر ک‍ری‍م‌زاده,Omid Eghtedari; Manouchehr Karimizadeh,1950,1377,yes,multiple,,,Appendix C
TRW_0127,The Horse and His Boy,پسر و اسبش: داستانی از سرزمین نارنیا,Pesar va Asbash: Dāstāni az Sarzamin-e Nārniyā,The Boy and His Horse: A Story from Narnia,ai_literal_gloss,FA_0030,C. S. Lewis,سی. اس. لوئیس,TR_0108,ب‍ه‍روز وح‍دت,Behrouz Vahdat,1954,1378,yes,multiple,,,Appendix C
TRW_0128,The Magician's Nephew‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬,خواهرزاده جادوگر,Khāharzādeh-ye Jādugar,The Magician's Nephew,official_translation,FA_0030,C. S. Lewis,سی. اس. لوئیس,TR_0181,فاطمه شاه‌حسینی,Fatemeh Shahhosseini,1955,1387,yes,multiple,کتاب حاضر در سالهای مختلف توسط ناشران متفاوت منتشر شده است.,This book has been published in different years by various publishers.,Appendix C
TRW_0129,The Voyage of the Dawn Treader,کشتی سپیده‌پیما,Keshti-ye Sepideh-Peymā,The Dawn Treader Ship,ai_literal_gloss,FA_0030,C. S. Lewis,سی. اس. لوئیس,TR_0477,پیمان اسماعیلیان,Peyman Esmaeilian,1952,1379,yes,multiple,,,Appendix C
TRW_0130,The Silver Chair,صندلی نقره‌ای جادویی,Sandali-ye Noghre'i-ye Jāduyi,The Magical Silver Chair,ai_literal_gloss,FA_0030,C. S. Lewis,سی. اس. لوئیس,TR_0571,ش‍ه‍ن‍از ان‍وش‍ی‍روان‍ی,Shahnaz Anoushiravani,1953,1376,yes,multiple,,,Appendix C
TRW_0131,Pigeons from Hell,کبوترهایی از جهنم,Kabutarhāyi az Jahannam,Pigeons from Hell,official_translation,FA_0269,Robert E. Howard,رابرت ای. هوارد,TR_0375,مبینا موسوی,Mobina Mousavi,2018,1399,no,NA,,,Appendix C
TRW_0132,Criminal Dolls‬,عروسک‌های جنایتکار,Arusak-hā-ye Jenāyatkār,Criminal Dolls,official_translation,FA_0002,Abraham Merritt,آب‍راه‍ام‌ مریت,TR_0343,م‍س‍ع‍ود ش‍ری‍ع‍ت‍م‍داری,Masoud Shariatmadari,NA,1372,no,NA,,,Appendix C
TRW_0133,The Call of Cthulhu and Other Weird Stories,احضار کطولحو,Ehzār-e Ketulhu,The Summoning of Cthulhu,ai_literal_gloss,FA_0114,H. P. Lovecraft,اچ. پی. لاوکرفت,TR_0478,پیمان اسماعیلیان خامنه,Peyman Esmaeilian Khameneh,1999,1397,no,NA,,,Appendix C
TRW_0134,A Dark Lore,خاستگاه تاریکی,Khāstgāh-e Tāriki,Origin of Darkness,ai_literal_gloss,FA_0114,H. P. Lovecraft,اچ. پی. لاوکرفت,TR_0062,آرش طهماسبی,Arash Tahmasebi,NA,1399,no,NA,,,Appendix C
TRW_0135,The Colour Out of Space,رنگی از دنیای ناشناخته,Rangi az Donyā-ye Nāshenākhteh,A Color from an Unknown World,ai_literal_gloss,FA_0114,H. P. Lovecraft,اچ. پی. لاوکرفت,TR_0338,مرضیه خسروی,Marzieh Khosravi,1969,1393,no,NA,,,Appendix C
